"est.u" "est.lamb" "name" "seed" "size" "replicates" "p_umbral" "exp_lambda" "alpha_pen" "n_pen" "c"
0.998459438793361 0.510697356871496 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999886717181653 0.503853043343034 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.998572466662154 0.492309281327134 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999057821230963 0.502874545790367 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.99960889830254 0.512139925602191 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999177963240072 0.486015925405545 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.06934252232967 0.490859014226696 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.996774490922689 0.486998449406885 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999816288007423 0.499330795176112 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.00095334010436 0.482271610359926 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.998259300598875 0.498596113856386 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.00043885927146 0.508882345609058 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.994325081584975 0.506057522563579 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.995942527195439 0.504411838841669 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.00047121908188 0.492081845130402 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999206309206784 0.503649873861185 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.00261998828501 0.50417664775844 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
1.05179609811333 0.50825264685771 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999101354973391 0.501181523232446 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.999500807141885 0.505445143348561 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
0.997580732218921 0.509332651295276 "experimento_6" 6 10000 1000 0.8 0.5 0.4 1 0.8
