"est.u" "est.lamb" "name" "seed" "size" "replicates" "p_umbral" "exp_lambda" "alpha_pen" "n_pen" "c"
1.00000500221743 50.3001079460902 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00167481251293 49.0785424607267 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00399614281021 50.7854274385225 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00005690286553 51.5781329079276 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999840136617422 48.4770791451998 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00018937045884 50.1521048780674 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999887652695179 50.2143599681768 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999722626525909 52.375576699784 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.0069476980716 52.8829156050584 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.99983176169917 50.7126309729344 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00004439995416 51.0465458691884 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00240512603835 50.3965602617554 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00032486678787 53.4966290614191 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00638195352629 47.9405752055108 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00013555486692 49.362914979212 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.0030982367415 52.6591242018363 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00001858678646 49.6421216479072 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999700661050156 48.2663160337521 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00097193425232 49.9098992193837 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00014169590548 50.7334499528969 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00281090473756 46.8945136735079 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999991939635947 50.7332224417728 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00068119163919 49.6831683743286 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.0116585691238 46.9922815969236 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00958327032407 50.7641508989643 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999654942424968 51.4692941614334 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00018695394509 49.9808149071924 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.01517575887879 49.0483085818904 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00002257679589 50.7914472649246 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00000536041667 50.1221038928416 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00255434584357 49.627377625118 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00670796426013 54.5199987300506 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00154749933687 51.157715025012 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.0000081803739 49.8749262025021 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00536738875339 49.5489535339845 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.01010844857432 48.5977331591438 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00836430403998 53.1501474053115 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00047481138259 51.0058828170914 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.01242513231933 46.1969228867218 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.00700666594319 49.526129470941 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
0.999703770969063 49.6604623786986 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
1.01811731266338 49.5311432146927 "experimento_53" 53 5000 1000 0.8 50 0.4 1 0.8
