"est.u" "est.lamb" "name" "seed" "size" "replicates" "p_umbral" "exp_lambda" "alpha_pen" "n_pen" "c"
0.999702089466155 44.6456025476715 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.999944175826386 62.476465827736 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00253721148598 59.3749742849779 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01114049429074 61.4265753050653 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00003999332897 44.6330769497233 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.999875708017498 51.5715906121146 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01897195046684 64.0775406192807 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00254168510002 51.3503089462099 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00835286024958 61.0461127002997 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00152332955971 49.9306528839627 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.998068807180971 49.1291204300603 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.997971560107544 48.818971945573 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.999024937860668 48.8761595479165 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.996157162124291 43.9202863833536 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.9951242338866 50.4591220754021 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00630612692796 52.2571843856754 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00338894281536 57.1498705458273 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00519422556274 65.0142223610032 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.02376652087932 48.0786155078233 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.993905367329717 40.3937525002315 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.999891131650656 53.5731560060835 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.997492997674271 50.6348009661811 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00399554172531 68.2771488493517 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00008682821877 51.1729593238017 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00974100138061 43.4148075149361 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01310635402799 69.173583963173 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01567164275711 53.5034578000878 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00103205483 47.2888758490821 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01431557030099 41.1242912868209 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00642403700389 52.5198253149876 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00018265676972 42.1130207001702 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01436559853991 49.7972740319407 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.0059391354539 59.2575424376759 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.997110281605273 40.3269072480376 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00012854559952 56.4491617387125 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00303168280981 42.9281006873681 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00011285080574 57.3187090361872 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.997926467563957 49.2907333920799 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00106021528132 52.1607161215395 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.0078219117312 47.7295402485453 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.999296315014362 46.6342832701185 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.998632031027228 50.3697788592752 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.997475895565003 42.2135566615109 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.02207507109185 63.6307454519004 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00807385030203 66.6917833383485 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00658702638932 50.2969174334348 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01345247671939 62.7175708878269 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00293009324931 41.7710126634619 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00041116604581 49.4463792246116 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
0.995281592942774 43.5686648401093 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.01719572480684 67.4304943805653 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
1.00011711136302 47.0473160476218 "experimento_57" 57 1500 1000 0.95 50 0.4 1 0.8
